,call_type,unit_type,latitude,longitude
2714,Structure Fire,TRUCK,37.7848662437,-122.4127821283
5328,Structure Fire,TRUCK,37.7352738344,-122.39141347030001
382,Structure Fire,TRUCK,37.786409613800004,-122.40803623629999
674,Structure Fire,ENGINE,37.7606516284,-122.4132236774
9586,Structure Fire,TRUCK,37.7269256804,-122.43096518760001
364,Structure Fire,CHIEF,37.770259234,-122.4318322999
4418,Structure Fire,CHIEF,37.7690761306,-122.4471672894
712,Structure Fire,TRUCK,37.795312940900004,-122.3979747506
350,Structure Fire,TRUCK,37.770259234,-122.4318322999
7156,Structure Fire,RESCUE CAPTAIN,37.7804578378,-122.4286905391
330,Structure Fire,ENGINE,37.774283836500004,-122.4670880868
4662,Structure Fire,TRUCK,37.7875021793,-122.45278022049999
333,Structure Fire,CHIEF,37.755998442,-122.4094330698
9649,Structure Fire,TRUCK,37.7331175479,-122.45764100299999
738,Structure Fire,CHIEF,37.770259234,-122.4318322999
2695,Structure Fire,CHIEF,37.805310937899996,-122.4126983591
5367,Structure Fire,ENGINE,37.7949460514,-122.4291558531
5108,Structure Fire,ENGINE,37.7949460514,-122.4291558531
7151,Structure Fire,CHIEF,37.8008661593,-122.4354271774
9643,Structure Fire,CHIEF,37.7860598457,-122.4146435929
7150,Structure Fire,TRUCK,37.7909199784,-122.4325616508
6979,Structure Fire,ENGINE,37.7804578378,-122.4286905391
5110,Structure Fire,ENGINE,37.7352738344,-122.39141347030001
724,Structure Fire,TRUCK,37.755998442,-122.4094330698
5362,Structure Fire,ENGINE,37.773100586999995,-122.41556138989999
7148,Structure Fire,ENGINE,37.8032482745,-122.4434396676
3099,Structure Fire,CHIEF,37.7848662437,-122.4127821283
721,Structure Fire,ENGINE,37.786409613800004,-122.40803623629999
4407,Structure Fire,TRUCK,37.7875021793,-122.45278022049999
7147,Structure Fire,ENGINE,37.7851285057,-122.4144553687
9639,Structure Fire,ENGINE,37.7862684417,-122.41299723590001
9246,Structure Fire,ENGINE,37.7331175479,-122.45764100299999
6981,Structure Fire,ENGINE,37.7904949924,-122.4087846268
4653,Structure Fire,ENGINE,37.7637491607,-122.4942673831
2700,Structure Fire,RESCUE SQUAD,37.805310937899996,-122.4126983591
9251,Structure Fire,TRUCK,37.7860598457,-122.4146435929
4651,Structure Fire,CHIEF,37.743923082100004,-122.43720578
9629,Structure Fire,MEDIC,37.7121958423,-122.4208388501
5375,Structure Fire,MEDIC,37.777104530500004,-122.3927504061
9458,Structure Fire,ENGINE,37.7862684417,-122.41299723590001
7733,Structure Fire,CHIEF,37.7785052219,-122.47709987430001
8324,Structure Fire,ENGINE,37.7553430955,-122.40668105729999
2354,Structure Fire,ENGINE,37.786409613800004,-122.40803623629999
6381,Structure Fire,CHIEF,37.7777124404,-122.4127367074
1601,Structure Fire,ENGINE,37.7334230297,-122.482013815
2351,Structure Fire,ENGINE,37.7877942875,-122.4035297284
1605,Structure Fire,ENGINE,37.7334230297,-122.482013815
1606,Structure Fire,TRUCK,37.781595587199995,-122.4121906699
5901,Structure Fire,ENGINE,37.729896036599996,-122.4561633416
7523,Structure Fire,TRUCK,37.769378663699996,-122.45186572610001
8307,Structure Fire,ENGINE,37.7697978509,-122.4485788148
5905,Structure Fire,CHIEF,37.7623547484,-122.4373423684
3877,Structure Fire,CHIEF,37.783730040900004,-122.41375367049999
5907,Structure Fire,MEDIC,37.729896036599996,-122.4561633416
8286,Structure Fire,ENGINE,37.769378663699996,-122.45186572610001
3875,Structure Fire,MEDIC,37.783730040900004,-122.41375367049999
3874,Structure Fire,ENGINE,37.7501075459,-122.4137792289
3873,Structure Fire,TRUCK,37.750903790100004,-122.4339790692
1628,Structure Fire,TRUCK,37.7113797074,-122.45034108440001
7530,Structure Fire,RESCUE SQUAD,37.783138714699994,-122.4259287399
1613,Structure Fire,TRUCK,37.7403329887,-122.46644858239999
1594,Structure Fire,ENGINE,37.795312940900004,-122.3979747506
3890,Structure Fire,ENGINE,37.750903790100004,-122.4339790692
5892,Structure Fire,TRUCK,37.7702101749,-122.4453449892
1564,Structure Fire,CHIEF,37.7726948237,-122.4221882614
5883,Structure Fire,CHIEF,37.729896036599996,-122.4561633416
1567,Structure Fire,TRUCK,37.7921084009,-122.4009330839
5885,Structure Fire,RESCUE SQUAD,37.7623547484,-122.4373423684
1573,Structure Fire,RESCUE SQUAD,37.7726948237,-122.4221882614
1575,Structure Fire,CHIEF,37.7655967523,-122.4477975209
1576,Structure Fire,ENGINE,37.738239292399996,-122.5000577788
1577,Structure Fire,ENGINE,37.7403329887,-122.46644858239999
8328,Structure Fire,CHIEF,37.7185715444,-122.4286417517
7512,Structure Fire,CHIEF,37.7725827939,-122.4304632442
7305,Structure Fire,ENGINE,37.7851285057,-122.4144553687
8322,Structure Fire,MEDIC,37.772283176900004,-122.4271795682
1583,Structure Fire,CHIEF,37.7113797074,-122.45034108440001
8319,Structure Fire,RESCUE SQUAD,37.7785052219,-122.47709987430001
2360,Structure Fire,TRUCK,37.7877867423,-122.40307088680001
8317,Structure Fire,ENGINE,37.7697978509,-122.4485788148
1588,Structure Fire,SUPPORT,37.7403329887,-122.46644858239999
1590,Structure Fire,TRUCK,37.7978223016,-122.4070161645
1591,Structure Fire,ENGINE,37.7403329887,-122.46644858239999
8275,Structure Fire,TRUCK,37.7697978509,-122.4485788148
1631,Structure Fire,ENGINE,37.7655967523,-122.4477975209
3867,Structure Fire,CHIEF,37.804281564,-122.41710095040001
1635,Structure Fire,MEDIC,37.7689033402,-122.45183913870001
1681,Structure Fire,TRUCK,37.7857402819,-122.4138042679
8225,Structure Fire,TRUCK,37.7697978509,-122.4485788148
1682,Structure Fire,RESCUE SQUAD,37.7717364636,-122.4236734117
8223,Structure Fire,TRUCK,37.786409613800004,-122.40803623629999
1686,Structure Fire,RESCUE SQUAD,37.7403329887,-122.46644858239999
8219,Structure Fire,TRUCK,37.7681974804,-122.43564019290001
1689,Structure Fire,INVESTIGATION,37.7403329887,-122.46644858239999
1690,Structure Fire,INVESTIGATION,37.7717364636,-122.4236734117
8214,Structure Fire,ENGINE,37.783138714699994,-122.4259287399
8213,Structure Fire,ENGINE,37.786409613800004,-122.40803623629999
3839,Structure Fire,TRUCK,37.804281564,-122.41710095040001
3440,Structure Fire,ENGINE,37.759027747800005,-122.4391673085
8207,Structure Fire,TRUCK,37.7185715444,-122.4286417517
8202,Structure Fire,CHIEF,37.7185715444,-122.4286417517
1704,Structure Fire,CHIEF,37.7910283417,-122.420848621
2320,Structure Fire,MEDIC,37.7842056749,-122.4076127318
8191,Structure Fire,TRUCK,37.7553430955,-122.40668105729999
7553,Structure Fire,TRUCK,37.7785052219,-122.47709987430001
3826,Structure Fire,CHIEF,37.750903790100004,-122.4339790692
1679,Structure Fire,CHIEF,37.7689033402,-122.45183913870001
1563,Structure Fire,ENGINE,37.7877942875,-122.4035297284
8230,Structure Fire,INVESTIGATION,37.7553430955,-122.40668105729999
1676,Structure Fire,CHIEF,37.7334230297,-122.482013815
1637,Structure Fire,MEDIC,37.7334230297,-122.482013815
7534,Structure Fire,RESCUE SQUAD,37.772283176900004,-122.4271795682
3859,Structure Fire,CHIEF,37.781199994,-122.4303648882
3857,Structure Fire,ENGINE,37.750903790100004,-122.4339790692
1649,Structure Fire,TRUCK,37.7740433259,-122.41436769219999
1651,Structure Fire,TRUCK,37.7403329887,-122.46644858239999
5928,Structure Fire,TRUCK,37.7623547484,-122.4373423684
2336,Structure Fire,ENGINE,37.7921084009,-122.4009330839
8252,Structure Fire,ENGINE,37.7796660426,-122.4137112207
3852,Structure Fire,ENGINE,37.804281564,-122.41710095040001
3848,Structure Fire,ENGINE,37.783828604200004,-122.4394666824
3845,Structure Fire,TRUCK,37.783730040900004,-122.41375367049999
1667,Structure Fire,ENGINE,37.7113797074,-122.45034108440001
1668,Structure Fire,CHIEF,37.738239292399996,-122.5000577788
1671,Structure Fire,CHIEF,37.7334230297,-122.482013815
1672,Structure Fire,TRUCK,37.7878721677,-122.4116992333
1673,Structure Fire,CHIEF,37.7726948237,-122.4221882614
1674,Structure Fire,TRUCK,37.7403329887,-122.46644858239999
8233,Structure Fire,ENGINE,37.7979051469,-122.4102914967
1677,Structure Fire,CHIEF,37.7403329887,-122.46644858239999
5882,Structure Fire,TRUCK,37.7695927063,-122.4166884859
5877,Structure Fire,RESCUE SQUAD,37.7777124404,-122.4127367074
8348,Structure Fire,MEDIC,37.7553430955,-122.40668105729999
1451,Structure Fire,ENGINE,37.7655967523,-122.4477975209
1452,Structure Fire,TRUCK,37.7655967523,-122.4477975209
8462,Structure Fire,ENGINE,37.782723970300005,-122.396167865
8461,Structure Fire,ENGINE,37.782723970300005,-122.396167865
3953,Structure Fire,CHIEF,37.804281564,-122.41710095040001
8456,Structure Fire,CHIEF,37.7807920803,-122.4083857455
3950,Structure Fire,ENGINE,37.804281564,-122.41710095040001
1463,Structure Fire,TRUCK,37.7740433259,-122.41436769219999
8451,Structure Fire,MEDIC,37.782723970300005,-122.396167865
6411,Structure Fire,ENGINE,37.7777124404,-122.4127367074
8449,Structure Fire,ENGINE,37.783287852,-122.4089521601
1468,Structure Fire,CHIEF,37.738239292399996,-122.5000577788
5827,Structure Fire,CHIEF,37.7949460514,-122.4291558531
3393,Structure Fire,CHIEF,37.7850617371,-122.4264301277
1475,Structure Fire,RESCUE SQUAD,37.7403329887,-122.46644858239999
7482,Structure Fire,ENGINE,37.7851285057,-122.4144553687
6407,Structure Fire,ENGINE,37.778632036,-122.43176322149999
1479,Structure Fire,TRUCK,37.7790321327,-122.40184327440001
3939,Structure Fire,ENGINE,37.781904293400004,-122.4173105329
3958,Structure Fire,TRUCK,37.781199994,-122.4303648882
2388,Structure Fire,TRUCK,37.726236245,-122.4336235923
7472,Structure Fire,ENGINE,37.8008661593,-122.4354271774
8473,Structure Fire,TRUCK,37.7917690748,-122.4294268467
1415,Structure Fire,ENGINE,37.7698769654,-122.4204257463
1417,Structure Fire,CHIEF,37.781595587199995,-122.4121906699
7461,Structure Fire,CHIEF,37.748237394,-122.4091747167
8503,Structure Fire,ENGINE,37.752239455,-122.41844527290002
8499,Structure Fire,CHIEF,37.764836265700005,-122.469656988
3973,Structure Fire,TRUCK,37.781904293400004,-122.4173105329
1423,Structure Fire,ENGINE,37.738239292399996,-122.5000577788
1425,Structure Fire,CHIEF,37.738239292399996,-122.5000577788
1426,Structure Fire,ENGINE,37.7689033402,-122.45183913870001
8492,Structure Fire,ENGINE,37.7753322431,-122.3972063106
2408,Structure Fire,CHIEF,37.7842056749,-122.4076127318
8486,Structure Fire,RESCUE SQUAD,37.7917690748,-122.4294268467
1434,Structure Fire,ENGINE,37.7403329887,-122.46644858239999
1435,Structure Fire,CHIEF,37.7857402819,-122.4138042679
3386,Structure Fire,TRUCK,37.774125100300004,-122.41881021180001
2403,Structure Fire,ENGINE,37.7877867423,-122.40307088680001
1439,Structure Fire,RESCUE SQUAD,37.7655967523,-122.4477975209
6415,Structure Fire,RESCUE SQUAD,37.729896036599996,-122.4561633416
3961,Structure Fire,MEDIC,37.781199994,-122.4303648882
2400,Structure Fire,ENGINE,37.7842056749,-122.4076127318
7556,Structure Fire,TRUCK,37.7877867423,-122.40307088680001
7485,Structure Fire,TRUCK,37.781904293400004,-122.4173105329
1488,Structure Fire,ENGINE,37.7451009984,-122.39218234129999
1520,Structure Fire,CHIEF,37.781595587199995,-122.4121906699
5856,Structure Fire,ENGINE,37.777104530500004,-122.3927504061
1525,Structure Fire,RESCUE SQUAD,37.738239292399996,-122.5000577788
1526,Structure Fire,SUPPORT,37.781595587199995,-122.4121906699
3915,Structure Fire,RESCUE SQUAD,37.781199994,-122.4303648882
3914,Structure Fire,CHIEF,37.804281564,-122.41710095040001
1529,Structure Fire,TRUCK,37.7689033402,-122.45183913870001
8377,Structure Fire,CHIEF,37.7785052219,-122.47709987430001
3402,Structure Fire,RESCUE SQUAD,37.750903790100004,-122.4339790692
1535,Structure Fire,PRIVATE,37.7857402819,-122.4138042679
8367,Structure Fire,ENGINE,37.772283176900004,-122.4271795682
8363,Structure Fire,TRUCK,37.7695927063,-122.4166884859
1543,Structure Fire,TRUCK,37.7650513382,-122.41966897389999
5870,Structure Fire,TRUCK,37.7702101749,-122.4453449892
1550,Structure Fire,TRUCK,37.7655967523,-122.4477975209
7506,Structure Fire,ENGINE,37.7553430955,-122.40668105729999
5875,Structure Fire,TRUCK,37.729896036599996,-122.4561633416
1555,Structure Fire,ENGINE,37.7689033402,-122.45183913870001
8349,Structure Fire,TRUCK,37.7907035506,-122.40071797559999
3919,Structure Fire,ENGINE,37.7820569373,-122.4273963973
3932,Structure Fire,ENGINE,37.781199994,-122.4303648882
3920,Structure Fire,TRUCK,37.7852197348,-122.40667465899999
8397,Structure Fire,MEDIC,37.7807920803,-122.4083857455
8428,Structure Fire,CHIEF,37.7219049199,-122.4546170251
8426,Structure Fire,TRUCK,37.764836265700005,-122.469656988
1490,Structure Fire,ENGINE,37.7403329887,-122.46644858239999
6406,Structure Fire,ENGINE,37.7697978509,-122.4485788148
8420,Structure Fire,TRUCK,37.782723970300005,-122.396167865
8416,Structure Fire,ENGINE,37.7872979199,-122.4098339402
1496,Structure Fire,CHIEF,37.7334230297,-122.482013815
1497,Structure Fire,ENGINE,37.7403329887,-122.46644858239999
2384,Structure Fire,TRUCK,37.7806811029,-122.4717754585
2383,Structure Fire,ENGINE,37.7877867423,-122.40307088680001
2382,Structure Fire,ENGINE,37.7806811029,-122.4717754585
1501,Structure Fire,MEDIC,37.7857402819,-122.4138042679
5845,Structure Fire,RESCUE SQUAD,37.7949460514,-122.4291558531
8408,Structure Fire,TRUCK,37.7808106501,-122.49009472739999
8406,Structure Fire,ENGINE,37.7697978509,-122.4485788148
3925,Structure Fire,CHIEF,37.781199994,-122.4303648882
8403,Structure Fire,ENGINE,37.764836265700005,-122.469656988
5849,Structure Fire,TRUCK,37.7765408927,-122.4175014649
1510,Structure Fire,TRUCK,37.7698769654,-122.4204257463
8395,Structure Fire,ENGINE,37.7219049199,-122.4546170251
1725,Structure Fire,ENGINE,37.7921084009,-122.4009330839
5964,Structure Fire,TRUCK,37.7266259743,-122.4498791575
8175,Structure Fire,ENGINE,37.783138714699994,-122.4259287399
2203,Structure Fire,ENGINE,37.795312940900004,-122.3979747506
2005,Structure Fire,RESCUE SQUAD,37.7910283417,-122.420848621
6141,Structure Fire,CHIEF,37.7266259743,-122.4498791575
2008,Structure Fire,ENGINE,37.7790321327,-122.40184327440001
7893,Structure Fire,RESCUE SQUAD,37.7553430955,-122.40668105729999
7891,Structure Fire,ENGINE,37.7697978509,-122.4485788148
3661,Structure Fire,TRUCK,37.7850617371,-122.4264301277
3659,Structure Fire,TRUCK,37.7921084009,-122.4009330839
2021,Structure Fire,ENGINE,37.7877942875,-122.4035297284
3656,Structure Fire,ENGINE,37.7850617371,-122.4264301277
7873,Structure Fire,CHIEF,37.772283176900004,-122.4271795682
3655,Structure Fire,CHIEF,37.750903790100004,-122.4339790692
2033,Structure Fire,MEDIC,37.7910283417,-122.420848621
7682,Structure Fire,ENGINE,37.7185715444,-122.4286417517
3645,Structure Fire,ENGINE,37.783287852,-122.4089521601
3642,Structure Fire,TRUCK,37.781199994,-122.4303648882
3641,Structure Fire,TRUCK,37.750903790100004,-122.4339790692
7852,Structure Fire,ENGINE,37.7553430955,-122.40668105729999
7690,Structure Fire,ENGINE,37.7785052219,-122.47709987430001
7900,Structure Fire,CHIEF,37.783138714699994,-122.4259287399
2186,Structure Fire,ENGINE,37.7910283417,-122.420848621
2002,Structure Fire,TRUCK,37.796703902800004,-122.4084308882
1997,Structure Fire,TRUCK,37.7877867423,-122.40307088680001
2232,Structure Fire,TRUCK,37.7877942875,-122.4035297284
6097,Structure Fire,ENGINE,37.729896036599996,-122.4561633416
3514,Structure Fire,ENGINE,37.781199994,-122.4303648882
3518,Structure Fire,MEDIC,37.783730040900004,-122.41375367049999
2222,Structure Fire,ENGINE,37.7697978509,-122.4485788148
1957,Structure Fire,TRUCK,37.7257265963,-122.432419861
1959,Structure Fire,TRUCK,37.7921084009,-122.4009330839
3691,Structure Fire,ENGINE,37.7501075459,-122.4137792289
7939,Structure Fire,ENGINE,37.7785052219,-122.47709987430001
1965,Structure Fire,CHIEF,37.7910283417,-122.420848621
1967,Structure Fire,ENGINE,37.7257265963,-122.432419861
6116,Structure Fire,CHIEF,37.7659363283,-122.4309626357
3685,Structure Fire,ENGINE,37.783730040900004,-122.41375367049999
3527,Structure Fire,ENGINE,37.7921084009,-122.4009330839
7916,Structure Fire,TRUCK,37.7697978509,-122.4485788148
6279,Structure Fire,ENGINE,37.7801930305,-122.4270167578
1991,Structure Fire,CHIEF,37.7842056749,-122.4076127318
1992,Structure Fire,ENGINE,37.796703902800004,-122.4084308882
3673,Structure Fire,MEDIC,37.804281564,-122.41710095040001
3670,Structure Fire,ENGINE,37.774125100300004,-122.41881021180001
3711,Structure Fire,ENGINE,37.7852197348,-122.40667465899999
7842,Structure Fire,TRUCK,37.7785052219,-122.47709987430001
6176,Structure Fire,ENGINE,37.7623547484,-122.4373423684
6250,Structure Fire,ENGINE,37.7777124404,-122.4127367074
3555,Structure Fire,TRUCK,37.783828604200004,-122.4394666824
7780,Structure Fire,TRUCK,37.7796660426,-122.4137112207
6215,Structure Fire,ENGINE,37.7702101749,-122.4453449892
3591,Structure Fire,CHIEF,37.7501075459,-122.4137792289
7772,Structure Fire,ENGINE,37.7269256804,-122.43096518760001
3559,Structure Fire,CHIEF,37.781199994,-122.4303648882
2122,Structure Fire,TRUCK,37.7842056749,-122.4076127318
7767,Structure Fire,MEDIC,37.7785052219,-122.47709987430001
6223,Structure Fire,ENGINE,37.7779770861,-122.4093870071
2134,Structure Fire,ENGINE,37.795312940900004,-122.3979747506
7754,Structure Fire,TRUCK,37.783138714699994,-122.4259287399
7753,Structure Fire,ENGINE,37.7553430955,-122.40668105729999
7752,Structure Fire,ENGINE,37.7725827939,-122.4304632442
7745,Structure Fire,TRUCK,37.772283176900004,-122.4271795682
7744,Structure Fire,TRUCK,37.7921084009,-122.4009330839
7739,Structure Fire,MEDIC,37.7681974804,-122.43564019290001
2145,Structure Fire,TRUCK,37.795312940900004,-122.3979747506
6235,Structure Fire,ENGINE,37.7695927063,-122.4166884859
3596,Structure Fire,CHIEF,37.7852197348,-122.40667465899999
2185,Structure Fire,TRUCK,37.7790321327,-122.40184327440001
7784,Structure Fire,ENGINE,37.783138714699994,-122.4259287399
7790,Structure Fire,ENGINE,37.7907035506,-122.40071797559999
7693,Structure Fire,CHIEF,37.7553430955,-122.40668105729999
3631,Structure Fire,ENGINE,37.783287852,-122.4089521601
7694,Structure Fire,MEDIC,37.783138714699994,-122.4259287399
6180,Structure Fire,TRUCK,37.7779770861,-122.4093870071
2183,Structure Fire,TRUCK,37.786409613800004,-122.40803623629999
6262,Structure Fire,TRUCK,37.7659363283,-122.4309626357
7828,Structure Fire,CHIEF,37.7185715444,-122.4286417517
6184,Structure Fire,TRUCK,37.7697978509,-122.4485788148
7699,Structure Fire,CHIEF,37.7725827939,-122.4304632442
7822,Structure Fire,ENGINE,37.7302523415,-122.43748575309999
7820,Structure Fire,TRUCK,37.7302523415,-122.43748575309999
6189,Structure Fire,ENGINE,37.7702101749,-122.4453449892
3547,Structure Fire,TRUCK,37.804281564,-122.41710095040001
7812,Structure Fire,MEDIC,37.7185715444,-122.4286417517
6257,Structure Fire,ENGINE,37.7650513382,-122.41966897389999
3614,Structure Fire,PRIVATE,37.774125100300004,-122.41881021180001
3611,Structure Fire,TRUCK,37.786409613800004,-122.40803623629999
3609,Structure Fire,TRUCK,37.783730040900004,-122.41375367049999
3553,Structure Fire,ENGINE,37.7850617371,-122.4264301277
6208,Structure Fire,ENGINE,37.7266259743,-122.4498791575
1412,Structure Fire,CHIEF,37.7403329887,-122.46644858239999
6091,Structure Fire,ENGINE,37.7616059154,-122.4791361595
7979,Structure Fire,ENGINE,37.772283176900004,-122.4271795682
1773,Structure Fire,ENGINE,37.7877867423,-122.40307088680001
5994,Structure Fire,TRUCK,37.7777124404,-122.4127367074
8125,Structure Fire,ENGINE,37.7921084009,-122.4009330839
8124,Structure Fire,CHIEF,37.7785052219,-122.47709987430001
3800,Structure Fire,ENGINE,37.781904293400004,-122.4173105329
8120,Structure Fire,TRUCK,37.7185715444,-122.4286417517
1782,Structure Fire,ENGINE,37.7842056749,-122.4076127318
6346,Structure Fire,MEDIC,37.7623547484,-122.4373423684
2298,Structure Fire,INVESTIGATION,37.7842056749,-122.4076127318
2296,Structure Fire,ENGINE,37.7601012943,-122.4214252126
6007,Structure Fire,ENGINE,37.786409613800004,-122.40803623629999
6010,Structure Fire,CHIEF,37.729896036599996,-122.4561633416
3787,Structure Fire,MEDIC,37.7501075459,-122.4137792289
8100,Structure Fire,MEDIC,37.7725827939,-122.4304632442
1800,Structure Fire,ENGINE,37.7740433259,-122.41436769219999
1802,Structure Fire,ENGINE,37.789016335599996,-122.4102424393
7585,Structure Fire,TRUCK,37.7800186669,-122.4169261749
8093,Structure Fire,ENGINE,37.7725827939,-122.4304632442
6016,Structure Fire,CHIEF,37.7623547484,-122.4373423684
3455,Structure Fire,RESCUE SQUAD,37.7501075459,-122.4137792289
8086,Structure Fire,PRIVATE,37.783138714699994,-122.4259287399
5987,Structure Fire,MEDIC,37.7777124404,-122.4127367074
1764,Structure Fire,ENGINE,37.726236245,-122.4336235923
8173,Structure Fire,TRUCK,37.772283176900004,-122.4271795682
1733,Structure Fire,TRUCK,37.795312940900004,-122.3979747506
8169,Structure Fire,CHIEF,37.783138714699994,-122.4259287399
5968,Structure Fire,TRUCK,37.778632036,-122.43176322149999
8166,Structure Fire,ENGINE,37.7695927063,-122.4166884859
1739,Structure Fire,TRUCK,37.789016335599996,-122.4102424393
8163,Structure Fire,ENGINE,37.772283176900004,-122.4271795682
8162,Structure Fire,ENGINE,37.7681974804,-122.43564019290001
5971,Structure Fire,ENGINE,37.7702101749,-122.4453449892
5973,Structure Fire,ENGINE,37.7623547484,-122.4373423684
3818,Structure Fire,ENGINE,37.7820569373,-122.4273963973
8157,Structure Fire,CHIEF,37.7681974804,-122.43564019290001
1745,Structure Fire,ENGINE,37.7910283417,-122.420848621
7560,Structure Fire,ENGINE,37.7785052219,-122.47709987430001
8152,Structure Fire,CHIEF,37.7553430955,-122.40668105729999
8147,Structure Fire,RESCUE SQUAD,37.7725827939,-122.4304632442
3813,Structure Fire,TRUCK,37.783287852,-122.4089521601
7563,Structure Fire,CHIEF,37.772283176900004,-122.4271795682
5983,Structure Fire,ENGINE,37.7659363283,-122.4309626357
2310,Structure Fire,TRUCK,37.786409613800004,-122.40803623629999
6300,Structure Fire,ENGINE,37.729896036599996,-122.4561633416
8085,Structure Fire,ENGINE,37.783138714699994,-122.4259287399
8078,Structure Fire,ENGINE,37.7725827939,-122.4304632442
6061,Structure Fire,CHIEF,37.7623547484,-122.4373423684
3741,Structure Fire,ENGINE,37.786409613800004,-122.40803623629999
7619,Structure Fire,ENGINE,37.763500703000005,-122.434209629
8013,Structure Fire,TRUCK,37.7979051469,-122.4102914967
1888,Structure Fire,TRUCK,37.7921084009,-122.4009330839
1890,Structure Fire,ENGINE,37.7842056749,-122.4076127318
7620,Structure Fire,RESCUE SQUAD,37.7185715444,-122.4286417517
8003,Structure Fire,ENGINE,37.7185715444,-122.4286417517
3733,Structure Fire,ENGINE,37.7852197348,-122.40667465899999
7626,Structure Fire,CHIEF,37.7725827939,-122.4304632442
1903,Structure Fire,TRUCK,37.7740433259,-122.41436769219999
2246,Structure Fire,CHIEF,37.7842056749,-122.4076127318
7993,Structure Fire,TRUCK,37.7553430955,-122.40668105729999
3502,Structure Fire,TRUCK,37.783287852,-122.4089521601
7990,Structure Fire,ENGINE,37.7979051469,-122.4102914967
7989,Structure Fire,TRUCK,37.763500703000005,-122.434209629
7985,Structure Fire,ENGINE,37.7877867423,-122.40307088680001
7635,Structure Fire,TRUCK,37.783138714699994,-122.4259287399
7636,Structure Fire,TRUCK,37.7725827939,-122.4304632442
3744,Structure Fire,TRUCK,37.759027747800005,-122.4391673085
1815,Structure Fire,TRUCK,37.7601012943,-122.4214252126
1874,Structure Fire,CHIEF,37.7868468973,-122.4620125818
8026,Structure Fire,CHIEF,37.7553430955,-122.40668105729999
1821,Structure Fire,ENGINE,37.7868468973,-122.4620125818
1825,Structure Fire,CHIEF,37.7910283417,-122.420848621
1827,Structure Fire,ENGINE,37.7877942875,-122.4035297284
1833,Structure Fire,ENGINE,37.7910283417,-122.420848621
6032,Structure Fire,ENGINE,37.786409613800004,-122.40803623629999
3768,Structure Fire,TRUCK,37.7852197348,-122.40667465899999
1837,Structure Fire,ENGINE,37.7877867423,-122.40307088680001
6035,Structure Fire,TRUCK,37.7650513382,-122.41966897389999
1841,Structure Fire,CHIEF,37.7257265963,-122.432419861
3480,Structure Fire,ENGINE,37.750903790100004,-122.4339790692
3482,Structure Fire,TRUCK,37.7850617371,-122.4264301277
8047,Structure Fire,TRUCK,37.7269256804,-122.43096518760001
6323,Structure Fire,ENGINE,37.7777124404,-122.4127367074
8045,Structure Fire,ENGINE,37.7800186669,-122.4169261749
6044,Structure Fire,TRUCK,37.7616059154,-122.4791361595
8042,Structure Fire,ENGINE,37.7185715444,-122.4286417517
8041,Structure Fire,TRUCK,37.7725827939,-122.4304632442
2265,Structure Fire,RESCUE SQUAD,37.7842056749,-122.4076127318
1859,Structure Fire,TRUCK,37.7697978509,-122.4485788148
7614,Structure Fire,CHIEF,37.772283176900004,-122.4271795682
7457,Structure Fire,ENGINE,37.7956493532,-122.4132086268
3293,Structure Fire,TRUCK,37.7852197348,-122.40667465899999
1170,Structure Fire,ENGINE,37.7403329887,-122.46644858239999
4035,Structure Fire,TRUCK,37.7820569373,-122.4273963973
7323,Structure Fire,INVESTIGATION,37.7956493532,-122.4132086268
1315,Structure Fire,ENGINE,37.7403329887,-122.46644858239999
1312,Structure Fire,TRUCK,37.738239292399996,-122.5000577788
8837,Structure Fire,MEDIC,37.7219049199,-122.4546170251
7350,Structure Fire,CHIEF,37.8032482745,-122.4434396676
5640,Structure Fire,MEDIC,37.7352738344,-122.39141347030001
1233,Structure Fire,CHIEF,37.781595587199995,-122.4121906699
4130,Structure Fire,RESCUE SQUAD,37.783730040900004,-122.41375367049999
1306,Structure Fire,CHIEF,37.7655967523,-122.4477975209
8830,Structure Fire,ENGINE,37.7807920803,-122.4083857455
7345,Structure Fire,ENGINE,37.8008661593,-122.4354271774
3353,Structure Fire,ENGINE,37.750903790100004,-122.4339790692
3303,Structure Fire,ENGINE,37.783730040900004,-122.41375367049999
1237,Structure Fire,RESCUE SQUAD,37.7334230297,-122.482013815
8620,Structure Fire,ENGINE,37.793565084099995,-122.4046134224
2535,Structure Fire,CHIEF,37.8044072929,-122.4133588631
8622,Structure Fire,CHIEF,37.782723970300005,-122.396167865
4157,Structure Fire,TRUCK,37.7501075459,-122.4137792289
1116,Structure Fire,ENGINE,37.7403329887,-122.46644858239999
3350,Structure Fire,CHIEF,37.783730040900004,-122.41375367049999
4123,Structure Fire,ENGINE,37.783730040900004,-122.41375367049999
7417,Structure Fire,MEDIC,37.7851285057,-122.4144553687
8697,Structure Fire,ENGINE,37.7807920803,-122.4083857455
1101,Structure Fire,RESCUE CAPTAIN,37.7403329887,-122.46644858239999
1345,Structure Fire,ENGINE,37.7740433259,-122.41436769219999
6475,Structure Fire,CHIEF,37.729896036599996,-122.4561633416
1095,Structure Fire,RESCUE CAPTAIN,37.7403329887,-122.46644858239999
6444,Structure Fire,ENGINE,37.786409613800004,-122.40803623629999
7377,Structure Fire,ENGINE,37.7684381355,-122.3974224108
