,call_type,latitude,longitude
5118,Structure Fire,37.7352738344,-122.39141347030001
5120,Structure Fire,37.7498363176,-122.41828053889999
5173,Structure Fire,37.777104530500004,-122.3927504061
5177,Structure Fire,37.777104530500004,-122.3927504061
5190,Structure Fire,37.7702101749,-122.4453449892
5223,Structure Fire,37.7352738344,-122.39141347030001
5232,Structure Fire,37.7498363176,-122.41828053889999
5237,Structure Fire,37.7537685477,-122.48718301209999
5250,Structure Fire,37.777104530500004,-122.3927504061
5279,Structure Fire,37.7352738344,-122.39141347030001
5319,Structure Fire,37.777104530500004,-122.3927504061
5328,Structure Fire,37.7352738344,-122.39141347030001
5333,Structure Fire,37.777104530500004,-122.3927504061
5346,Structure Fire,37.7949460514,-122.4291558531
5362,Structure Fire,37.773100586999995,-122.41556138989999
5367,Structure Fire,37.7949460514,-122.4291558531
5375,Structure Fire,37.777104530500004,-122.3927504061
5421,Structure Fire,37.7352738344,-122.39141347030001
5427,Structure Fire,37.7702101749,-122.4453449892
5445,Structure Fire,37.777104530500004,-122.3927504061
5472,Structure Fire,37.7949460514,-122.4291558531
5501,Structure Fire,37.777104530500004,-122.3927504061
5508,Structure Fire,37.773100586999995,-122.41556138989999
5545,Structure Fire,37.7352738344,-122.39141347030001
5549,Structure Fire,37.7498363176,-122.41828053889999
5615,Structure Fire,37.7702101749,-122.4453449892
5622,Structure Fire,37.7702101749,-122.4453449892
5624,Structure Fire,37.7949460514,-122.4291558531
5626,Structure Fire,37.7949460514,-122.4291558531
5630,Structure Fire,37.7702101749,-122.4453449892
5640,Structure Fire,37.7352738344,-122.39141347030001
5650,Structure Fire,37.7765408927,-122.4175014649
5655,Structure Fire,37.7949460514,-122.4291558531
5755,Structure Fire,37.7352738344,-122.39141347030001
5765,Structure Fire,37.7702101749,-122.4453449892
5772,Structure Fire,37.7949460514,-122.4291558531
5782,Structure Fire,37.7537685477,-122.48718301209999
5787,Structure Fire,37.7352738344,-122.39141347030001
5827,Structure Fire,37.7949460514,-122.4291558531
5845,Structure Fire,37.7949460514,-122.4291558531
5849,Structure Fire,37.7765408927,-122.4175014649
5856,Structure Fire,37.777104530500004,-122.3927504061
5870,Structure Fire,37.7702101749,-122.4453449892
5875,Structure Fire,37.729896036599996,-122.4561633416
5877,Structure Fire,37.7777124404,-122.4127367074
5882,Structure Fire,37.7695927063,-122.4166884859
5883,Structure Fire,37.729896036599996,-122.4561633416
5885,Structure Fire,37.7623547484,-122.4373423684
5892,Structure Fire,37.7702101749,-122.4453449892
5901,Structure Fire,37.729896036599996,-122.4561633416
5905,Structure Fire,37.7623547484,-122.4373423684
5907,Structure Fire,37.729896036599996,-122.4561633416
5928,Structure Fire,37.7623547484,-122.4373423684
5964,Structure Fire,37.7266259743,-122.4498791575
5968,Structure Fire,37.778632036,-122.43176322149999
5971,Structure Fire,37.7702101749,-122.4453449892
5973,Structure Fire,37.7623547484,-122.4373423684
5983,Structure Fire,37.7659363283,-122.4309626357
5987,Structure Fire,37.7777124404,-122.4127367074
5994,Structure Fire,37.7777124404,-122.4127367074
6007,Structure Fire,37.786409613800004,-122.40803623629999
6010,Structure Fire,37.729896036599996,-122.4561633416
6016,Structure Fire,37.7623547484,-122.4373423684
6032,Structure Fire,37.786409613800004,-122.40803623629999
6035,Structure Fire,37.7650513382,-122.41966897389999
6044,Structure Fire,37.7616059154,-122.4791361595
6061,Structure Fire,37.7623547484,-122.4373423684
6091,Structure Fire,37.7616059154,-122.4791361595
6097,Structure Fire,37.729896036599996,-122.4561633416
6116,Structure Fire,37.7659363283,-122.4309626357
6141,Structure Fire,37.7266259743,-122.4498791575
6176,Structure Fire,37.7623547484,-122.4373423684
6180,Structure Fire,37.7779770861,-122.4093870071
6184,Structure Fire,37.7697978509,-122.4485788148
6189,Structure Fire,37.7702101749,-122.4453449892
6208,Structure Fire,37.7266259743,-122.4498791575
6215,Structure Fire,37.7702101749,-122.4453449892
6223,Structure Fire,37.7779770861,-122.4093870071
6235,Structure Fire,37.7695927063,-122.4166884859
6250,Structure Fire,37.7777124404,-122.4127367074
6257,Structure Fire,37.7650513382,-122.41966897389999
6262,Structure Fire,37.7659363283,-122.4309626357
6279,Structure Fire,37.7801930305,-122.4270167578
6300,Structure Fire,37.729896036599996,-122.4561633416
6323,Structure Fire,37.7777124404,-122.4127367074
6346,Structure Fire,37.7623547484,-122.4373423684
6381,Structure Fire,37.7777124404,-122.4127367074
6406,Structure Fire,37.7697978509,-122.4485788148
6407,Structure Fire,37.778632036,-122.43176322149999
6411,Structure Fire,37.7777124404,-122.4127367074
6415,Structure Fire,37.729896036599996,-122.4561633416
6429,Structure Fire,37.786409613800004,-122.40803623629999
6434,Structure Fire,37.7801930305,-122.4270167578
6439,Structure Fire,37.786409613800004,-122.40803623629999
6444,Structure Fire,37.786409613800004,-122.40803623629999
6449,Structure Fire,37.7623547484,-122.4373423684
6458,Structure Fire,37.7702101749,-122.4453449892
6475,Structure Fire,37.729896036599996,-122.4561633416
6517,Structure Fire,37.7777124404,-122.4127367074
6558,Structure Fire,37.7777124404,-122.4127367074
6587,Structure Fire,37.729896036599996,-122.4561633416
6606,Structure Fire,37.7777124404,-122.4127367074
6607,Structure Fire,37.7623547484,-122.4373423684
6609,Structure Fire,37.786409613800004,-122.40803623629999
6621,Structure Fire,37.7866710638,-122.4509262583
6627,Structure Fire,37.7800186669,-122.4169261749
6642,Structure Fire,37.7684381355,-122.3974224108
6643,Structure Fire,37.7800186669,-122.4169261749
6650,Structure Fire,37.731677271799995,-122.39899409200001
6652,Structure Fire,37.781904293400004,-122.4173105329
6656,Structure Fire,37.7866710638,-122.4509262583
6658,Structure Fire,37.7804578378,-122.4286905391
6673,Structure Fire,37.7866710638,-122.4509262583
6685,Structure Fire,37.7956493532,-122.4132086268
6708,Structure Fire,37.7956493532,-122.4132086268
6744,Structure Fire,37.7807191769,-122.4153156165
6745,Structure Fire,37.7956493532,-122.4132086268
6747,Structure Fire,37.748237394,-122.4091747167
6751,Structure Fire,37.7866710638,-122.4509262583
6753,Structure Fire,37.748237394,-122.4091747167
6761,Structure Fire,37.7956493532,-122.4132086268
6771,Structure Fire,37.7851285057,-122.4144553687
6779,Structure Fire,37.748237394,-122.4091747167
6783,Structure Fire,37.731677271799995,-122.39899409200001
6788,Structure Fire,37.7851285057,-122.4144553687
6789,Structure Fire,37.7956493532,-122.4132086268
6790,Structure Fire,37.7956493532,-122.4132086268
6793,Structure Fire,37.7904949924,-122.4087846268
6799,Structure Fire,37.7866710638,-122.4509262583
6800,Structure Fire,37.8008661593,-122.4354271774
6801,Structure Fire,37.7956493532,-122.4132086268
6805,Structure Fire,37.7851285057,-122.4144553687
6821,Structure Fire,37.748237394,-122.4091747167
6832,Structure Fire,37.7904949924,-122.4087846268
6854,Structure Fire,37.7904949924,-122.4087846268
6856,Structure Fire,37.7956493532,-122.4132086268
6857,Structure Fire,37.7866710638,-122.4509262583
6859,Structure Fire,37.7851285057,-122.4144553687
6861,Structure Fire,37.7904949924,-122.4087846268
6864,Structure Fire,37.731677271799995,-122.39899409200001
6866,Structure Fire,37.731677271799995,-122.39899409200001
6882,Structure Fire,37.8008661593,-122.4354271774
6884,Structure Fire,37.7909199784,-122.4325616508
6887,Structure Fire,37.7618358554,-122.4193592685
6905,Structure Fire,37.7956493532,-122.4132086268
6915,Structure Fire,37.7904949924,-122.4087846268
6916,Structure Fire,37.731677271799995,-122.39899409200001
6922,Structure Fire,37.748237394,-122.4091747167
6925,Structure Fire,37.7804578378,-122.4286905391
6927,Structure Fire,37.8008661593,-122.4354271774
6936,Structure Fire,37.7851285057,-122.4144553687
6955,Structure Fire,37.8008661593,-122.4354271774
6956,Structure Fire,37.731677271799995,-122.39899409200001
6979,Structure Fire,37.7804578378,-122.4286905391
6981,Structure Fire,37.7904949924,-122.4087846268
6985,Structure Fire,37.7904949924,-122.4087846268
6986,Structure Fire,37.7804578378,-122.4286905391
6988,Structure Fire,37.7893692677,-122.3918582914
6995,Structure Fire,37.7851285057,-122.4144553687
7001,Structure Fire,37.748237394,-122.4091747167
7005,Structure Fire,37.748237394,-122.4091747167
7009,Structure Fire,37.7904949924,-122.4087846268
7023,Structure Fire,37.7800186669,-122.4169261749
7035,Structure Fire,37.7851285057,-122.4144553687
7043,Structure Fire,37.7804578378,-122.4286905391
7051,Structure Fire,37.7907035506,-122.40071797559999
7057,Structure Fire,37.7618358554,-122.4193592685
7063,Structure Fire,37.789016335599996,-122.4102424393
7064,Structure Fire,37.7907035506,-122.40071797559999
7066,Structure Fire,37.7904949924,-122.4087846268
7073,Structure Fire,37.7804578378,-122.4286905391
7089,Structure Fire,37.7956493532,-122.4132086268
7090,Structure Fire,37.748237394,-122.4091747167
7095,Structure Fire,37.7956493532,-122.4132086268
7096,Structure Fire,37.7904949924,-122.4087846268
7103,Structure Fire,37.8008661593,-122.4354271774
7109,Structure Fire,37.7956493532,-122.4132086268
7114,Structure Fire,37.7904949924,-122.4087846268
7117,Structure Fire,37.7804578378,-122.4286905391
7130,Structure Fire,37.7866710638,-122.4509262583
7147,Structure Fire,37.7851285057,-122.4144553687
7148,Structure Fire,37.8032482745,-122.4434396676
7150,Structure Fire,37.7909199784,-122.4325616508
7151,Structure Fire,37.8008661593,-122.4354271774
7156,Structure Fire,37.7804578378,-122.4286905391
7169,Structure Fire,37.748237394,-122.4091747167
7180,Structure Fire,37.7804578378,-122.4286905391
7183,Structure Fire,37.7804578378,-122.4286905391
7186,Structure Fire,37.7804578378,-122.4286905391
7189,Structure Fire,37.8032482745,-122.4434396676
7193,Structure Fire,37.7804578378,-122.4286905391
7195,Structure Fire,37.8008661593,-122.4354271774
7199,Structure Fire,37.7956493532,-122.4132086268
7207,Structure Fire,37.8008661593,-122.4354271774
7223,Structure Fire,37.7956493532,-122.4132086268
7226,Structure Fire,37.7904949924,-122.4087846268
7235,Structure Fire,37.7851285057,-122.4144553687
7261,Structure Fire,37.7956493532,-122.4132086268
7263,Structure Fire,37.7866710638,-122.4509262583
7264,Structure Fire,37.7893692677,-122.3918582914
7282,Structure Fire,37.7904949924,-122.4087846268
7298,Structure Fire,37.731677271799995,-122.39899409200001
7303,Structure Fire,37.7866710638,-122.4509262583
7305,Structure Fire,37.7851285057,-122.4144553687
7310,Structure Fire,37.7804578378,-122.4286905391
7318,Structure Fire,37.731677271799995,-122.39899409200001
7323,Structure Fire,37.7956493532,-122.4132086268
7331,Structure Fire,37.7851285057,-122.4144553687
7335,Structure Fire,37.7904949924,-122.4087846268
7338,Structure Fire,37.7866710638,-122.4509262583
7339,Structure Fire,37.731677271799995,-122.39899409200001
7341,Structure Fire,37.7956493532,-122.4132086268
7345,Structure Fire,37.8008661593,-122.4354271774
7350,Structure Fire,37.8032482745,-122.4434396676
7354,Structure Fire,37.7956493532,-122.4132086268
7357,Structure Fire,37.7851285057,-122.4144553687
7358,Structure Fire,37.789016335599996,-122.4102424393
7359,Structure Fire,37.8008661593,-122.4354271774
7360,Structure Fire,37.7851285057,-122.4144553687
7371,Structure Fire,37.7956493532,-122.4132086268
7377,Structure Fire,37.7684381355,-122.3974224108
7379,Structure Fire,37.7866710638,-122.4509262583
7387,Structure Fire,37.7956493532,-122.4132086268
7394,Structure Fire,37.7851285057,-122.4144553687
7402,Structure Fire,37.7807191769,-122.4153156165
7403,Structure Fire,37.731677271799995,-122.39899409200001
7405,Structure Fire,37.748237394,-122.4091747167
7407,Structure Fire,37.7956493532,-122.4132086268
7409,Structure Fire,37.7904949924,-122.4087846268
7417,Structure Fire,37.7851285057,-122.4144553687
7427,Structure Fire,37.7956493532,-122.4132086268
7455,Structure Fire,37.748237394,-122.4091747167
7457,Structure Fire,37.7956493532,-122.4132086268
7461,Structure Fire,37.748237394,-122.4091747167
7472,Structure Fire,37.8008661593,-122.4354271774
7482,Structure Fire,37.7851285057,-122.4144553687
7485,Structure Fire,37.781904293400004,-122.4173105329
7506,Structure Fire,37.7553430955,-122.40668105729999
7512,Structure Fire,37.7725827939,-122.4304632442
7523,Structure Fire,37.769378663699996,-122.45186572610001
7530,Structure Fire,37.783138714699994,-122.4259287399
7534,Structure Fire,37.772283176900004,-122.4271795682
7553,Structure Fire,37.7785052219,-122.47709987430001
7556,Structure Fire,37.7877867423,-122.40307088680001
7560,Structure Fire,37.7785052219,-122.47709987430001
7563,Structure Fire,37.772283176900004,-122.4271795682
7585,Structure Fire,37.7800186669,-122.4169261749
7614,Structure Fire,37.772283176900004,-122.4271795682
7619,Structure Fire,37.763500703000005,-122.434209629
7620,Structure Fire,37.7185715444,-122.4286417517
7626,Structure Fire,37.7725827939,-122.4304632442
7635,Structure Fire,37.783138714699994,-122.4259287399
7636,Structure Fire,37.7725827939,-122.4304632442
7682,Structure Fire,37.7185715444,-122.4286417517
7690,Structure Fire,37.7785052219,-122.47709987430001
7693,Structure Fire,37.7553430955,-122.40668105729999
7694,Structure Fire,37.783138714699994,-122.4259287399
7699,Structure Fire,37.7725827939,-122.4304632442
7731,Structure Fire,37.783138714699994,-122.4259287399
7733,Structure Fire,37.7785052219,-122.47709987430001
7739,Structure Fire,37.7681974804,-122.43564019290001
7744,Structure Fire,37.7921084009,-122.4009330839
7745,Structure Fire,37.772283176900004,-122.4271795682
7752,Structure Fire,37.7725827939,-122.4304632442
7753,Structure Fire,37.7553430955,-122.40668105729999
7754,Structure Fire,37.783138714699994,-122.4259287399
7767,Structure Fire,37.7785052219,-122.47709987430001
7772,Structure Fire,37.7269256804,-122.43096518760001
7780,Structure Fire,37.7796660426,-122.4137112207
7784,Structure Fire,37.783138714699994,-122.4259287399
7790,Structure Fire,37.7907035506,-122.40071797559999
7812,Structure Fire,37.7185715444,-122.4286417517
7820,Structure Fire,37.7302523415,-122.43748575309999
7822,Structure Fire,37.7302523415,-122.43748575309999
7828,Structure Fire,37.7185715444,-122.4286417517
7842,Structure Fire,37.7785052219,-122.47709987430001
7852,Structure Fire,37.7553430955,-122.40668105729999
7873,Structure Fire,37.772283176900004,-122.4271795682
7891,Structure Fire,37.7697978509,-122.4485788148
7893,Structure Fire,37.7553430955,-122.40668105729999
7900,Structure Fire,37.783138714699994,-122.4259287399
7916,Structure Fire,37.7697978509,-122.4485788148
7939,Structure Fire,37.7785052219,-122.47709987430001
7979,Structure Fire,37.772283176900004,-122.4271795682
7985,Structure Fire,37.7877867423,-122.40307088680001
7989,Structure Fire,37.763500703000005,-122.434209629
7990,Structure Fire,37.7979051469,-122.4102914967
7993,Structure Fire,37.7553430955,-122.40668105729999
8003,Structure Fire,37.7185715444,-122.4286417517
8013,Structure Fire,37.7979051469,-122.4102914967
8026,Structure Fire,37.7553430955,-122.40668105729999
8041,Structure Fire,37.7725827939,-122.4304632442
8042,Structure Fire,37.7185715444,-122.4286417517
8045,Structure Fire,37.7800186669,-122.4169261749
8047,Structure Fire,37.7269256804,-122.43096518760001
8078,Structure Fire,37.7725827939,-122.4304632442
8085,Structure Fire,37.783138714699994,-122.4259287399
8086,Structure Fire,37.783138714699994,-122.4259287399
8093,Structure Fire,37.7725827939,-122.4304632442
8100,Structure Fire,37.7725827939,-122.4304632442
8120,Structure Fire,37.7185715444,-122.4286417517
8124,Structure Fire,37.7785052219,-122.47709987430001
8125,Structure Fire,37.7921084009,-122.4009330839
8147,Structure Fire,37.7725827939,-122.4304632442
8152,Structure Fire,37.7553430955,-122.40668105729999
8157,Structure Fire,37.7681974804,-122.43564019290001
8162,Structure Fire,37.7681974804,-122.43564019290001
8163,Structure Fire,37.772283176900004,-122.4271795682
8166,Structure Fire,37.7695927063,-122.4166884859
8169,Structure Fire,37.783138714699994,-122.4259287399
8173,Structure Fire,37.772283176900004,-122.4271795682
8175,Structure Fire,37.783138714699994,-122.4259287399
8191,Structure Fire,37.7553430955,-122.40668105729999
8202,Structure Fire,37.7185715444,-122.4286417517
8207,Structure Fire,37.7185715444,-122.4286417517
8213,Structure Fire,37.786409613800004,-122.40803623629999
8214,Structure Fire,37.783138714699994,-122.4259287399
8219,Structure Fire,37.7681974804,-122.43564019290001
8223,Structure Fire,37.786409613800004,-122.40803623629999
8225,Structure Fire,37.7697978509,-122.4485788148
8230,Structure Fire,37.7553430955,-122.40668105729999
8233,Structure Fire,37.7979051469,-122.4102914967
8252,Structure Fire,37.7796660426,-122.4137112207
8275,Structure Fire,37.7697978509,-122.4485788148
8286,Structure Fire,37.769378663699996,-122.45186572610001
8307,Structure Fire,37.7697978509,-122.4485788148
8317,Structure Fire,37.7697978509,-122.4485788148
8319,Structure Fire,37.7785052219,-122.47709987430001
8322,Structure Fire,37.772283176900004,-122.4271795682
8324,Structure Fire,37.7553430955,-122.40668105729999
8328,Structure Fire,37.7185715444,-122.4286417517
8348,Structure Fire,37.7553430955,-122.40668105729999
8349,Structure Fire,37.7907035506,-122.40071797559999
8363,Structure Fire,37.7695927063,-122.4166884859
8367,Structure Fire,37.772283176900004,-122.4271795682
8377,Structure Fire,37.7785052219,-122.47709987430001
8395,Structure Fire,37.7219049199,-122.4546170251
8397,Structure Fire,37.7807920803,-122.4083857455
8403,Structure Fire,37.764836265700005,-122.469656988
8406,Structure Fire,37.7697978509,-122.4485788148
8408,Structure Fire,37.7808106501,-122.49009472739999
8416,Structure Fire,37.7872979199,-122.4098339402
8420,Structure Fire,37.782723970300005,-122.396167865
8426,Structure Fire,37.764836265700005,-122.469656988
8428,Structure Fire,37.7219049199,-122.4546170251
8449,Structure Fire,37.783287852,-122.4089521601
8451,Structure Fire,37.782723970300005,-122.396167865
8456,Structure Fire,37.7807920803,-122.4083857455
8461,Structure Fire,37.782723970300005,-122.396167865
8462,Structure Fire,37.782723970300005,-122.396167865
8473,Structure Fire,37.7917690748,-122.4294268467
8486,Structure Fire,37.7917690748,-122.4294268467
8492,Structure Fire,37.7753322431,-122.3972063106
8499,Structure Fire,37.764836265700005,-122.469656988
8503,Structure Fire,37.752239455,-122.41844527290002
8521,Structure Fire,37.782723970300005,-122.396167865
8522,Structure Fire,37.8078031175,-122.4190860681
8535,Structure Fire,37.7808106501,-122.49009472739999
8543,Structure Fire,37.782723970300005,-122.396167865
8561,Structure Fire,37.7807920803,-122.4083857455
8564,Structure Fire,37.7723719321,-122.4321178771
8565,Structure Fire,37.7917690748,-122.4294268467
8589,Structure Fire,37.764836265700005,-122.469656988
8599,Structure Fire,37.8078031175,-122.4190860681
8620,Structure Fire,37.793565084099995,-122.4046134224
8622,Structure Fire,37.782723970300005,-122.396167865
8630,Structure Fire,37.8078031175,-122.4190860681
8648,Structure Fire,37.782723970300005,-122.396167865
8655,Structure Fire,37.7917690748,-122.4294268467
8676,Structure Fire,37.783287852,-122.4089521601
8687,Structure Fire,37.7219049199,-122.4546170251
8697,Structure Fire,37.7807920803,-122.4083857455
8698,Structure Fire,37.793565084099995,-122.4046134224
8715,Structure Fire,37.764836265700005,-122.469656988
8716,Structure Fire,37.764836265700005,-122.469656988
8721,Structure Fire,37.7807920803,-122.4083857455
8747,Structure Fire,37.7917690748,-122.4294268467
8756,Structure Fire,37.7697978509,-122.4485788148
8758,Structure Fire,37.7219049199,-122.4546170251
8760,Structure Fire,37.7917690748,-122.4294268467
8788,Structure Fire,37.782723970300005,-122.396167865
8790,Structure Fire,37.7219049199,-122.4546170251
8797,Structure Fire,37.7219049199,-122.4546170251
8817,Structure Fire,37.7219049199,-122.4546170251
8830,Structure Fire,37.7807920803,-122.4083857455
8837,Structure Fire,37.7219049199,-122.4546170251
8855,Structure Fire,37.764836265700005,-122.469656988
8870,Structure Fire,37.782723970300005,-122.396167865
8884,Structure Fire,37.7808106501,-122.49009472739999
8916,Structure Fire,37.7917690748,-122.4294268467
8939,Structure Fire,37.7807920803,-122.4083857455
8956,Structure Fire,37.7917690748,-122.4294268467
8965,Structure Fire,37.7872979199,-122.4098339402
8973,Structure Fire,37.764836265700005,-122.469656988
8992,Structure Fire,37.764836265700005,-122.469656988
8993,Structure Fire,37.7753322431,-122.3972063106
9000,Structure Fire,37.752239455,-122.41844527290002
9006,Structure Fire,37.7219049199,-122.4546170251
9008,Structure Fire,37.8078031175,-122.4190860681
9011,Structure Fire,37.782723970300005,-122.396167865
9015,Structure Fire,37.782723970300005,-122.396167865
9040,Structure Fire,37.7917690748,-122.4294268467
9053,Structure Fire,37.7917690748,-122.4294268467
9076,Structure Fire,37.7723719321,-122.4321178771
9103,Structure Fire,37.764836265700005,-122.469656988
9111,Structure Fire,37.7219049199,-122.4546170251
9113,Structure Fire,37.7807920803,-122.4083857455
9117,Structure Fire,37.782723970300005,-122.396167865
9119,Structure Fire,37.7723719321,-122.4321178771
9131,Structure Fire,37.7807920803,-122.4083857455
9139,Structure Fire,37.7807920803,-122.4083857455
9155,Structure Fire,37.7807920803,-122.4083857455
9246,Structure Fire,37.7331175479,-122.45764100299999
9251,Structure Fire,37.7860598457,-122.4146435929
9304,Structure Fire,37.7862684417,-122.41299723590001
9316,Structure Fire,37.7331175479,-122.45764100299999
9318,Structure Fire,37.7860598457,-122.4146435929
9330,Structure Fire,37.7796660426,-122.4137112207
9343,Structure Fire,37.7860598457,-122.4146435929
9348,Structure Fire,37.7782510165,-122.4198832316
9368,Structure Fire,37.7862684417,-122.41299723590001
9392,Structure Fire,37.7850617371,-122.4264301277
9394,Structure Fire,37.7796660426,-122.4137112207
9401,Structure Fire,37.7121958423,-122.4208388501
9421,Structure Fire,37.7860598457,-122.4146435929
9430,Structure Fire,37.7121958423,-122.4208388501
9435,Structure Fire,37.7331175479,-122.45764100299999
9446,Structure Fire,37.7121958423,-122.4208388501
9458,Structure Fire,37.7862684417,-122.41299723590001
9461,Structure Fire,37.7331175479,-122.45764100299999
9464,Structure Fire,37.7850617371,-122.4264301277
9466,Structure Fire,37.7661343875,-122.42193507719999
9479,Structure Fire,37.7764643063,-122.4262633449
9498,Structure Fire,37.7661343875,-122.42193507719999
9525,Structure Fire,37.7661343875,-122.42193507719999
9576,Structure Fire,37.7661343875,-122.42193507719999
9581,Structure Fire,37.7121958423,-122.4208388501
9586,Structure Fire,37.7269256804,-122.43096518760001
9607,Structure Fire,37.7121958423,-122.4208388501
9614,Structure Fire,37.7862684417,-122.41299723590001
9620,Structure Fire,37.7121958423,-122.4208388501
9629,Structure Fire,37.7121958423,-122.4208388501
9639,Structure Fire,37.7862684417,-122.41299723590001
9643,Structure Fire,37.7860598457,-122.4146435929
9649,Structure Fire,37.7331175479,-122.45764100299999
9702,Structure Fire,37.7860598457,-122.4146435929
9724,Structure Fire,37.7862684417,-122.41299723590001
9725,Structure Fire,37.7860598457,-122.4146435929
9733,Structure Fire,37.7121958423,-122.4208388501
9743,Structure Fire,37.7661343875,-122.42193507719999
9752,Structure Fire,37.7661343875,-122.42193507719999
9753,Structure Fire,37.7862684417,-122.41299723590001
9761,Structure Fire,37.7782510165,-122.4198832316
9779,Structure Fire,37.7650513382,-122.41966897389999
9791,Structure Fire,37.7661343875,-122.42193507719999
9794,Structure Fire,37.7331175479,-122.45764100299999
9808,Structure Fire,37.7661343875,-122.42193507719999
9811,Structure Fire,37.7860598457,-122.4146435929
9823,Structure Fire,37.7650513382,-122.41966897389999
9830,Structure Fire,37.7269256804,-122.43096518760001
9832,Structure Fire,37.7331175479,-122.45764100299999
9847,Structure Fire,37.7697978509,-122.4485788148
9880,Structure Fire,37.7331175479,-122.45764100299999
9884,Structure Fire,37.7697978509,-122.4485788148
9885,Structure Fire,37.7121958423,-122.4208388501
9900,Structure Fire,37.7860598457,-122.4146435929
9924,Structure Fire,37.7331175479,-122.45764100299999
9941,Structure Fire,37.7121958423,-122.4208388501
9943,Structure Fire,37.7862684417,-122.41299723590001
9951,Structure Fire,37.7862684417,-122.41299723590001
9960,Structure Fire,37.7331175479,-122.45764100299999
9964,Structure Fire,37.7862684417,-122.41299723590001
9966,Structure Fire,37.7764643063,-122.4262633449
9967,Structure Fire,37.7661343875,-122.42193507719999
9980,Structure Fire,37.7661343875,-122.42193507719999
