,call_type,unit_type,latitude,longitude
6509,Outside Fire,TRUCK,37.7797358016,-122.5104761853
574,Outside Fire,CHIEF,37.7998384642,-122.4284568073
3271,Outside Fire,CHIEF,37.7301576924,-122.3759891581
3301,Outside Fire,ENGINE,37.7830383386,-122.462278766
1092,Outside Fire,RESCUE CAPTAIN,37.7522044421,-122.41901754370001
5530,Outside Fire,ENGINE,37.7851399842,-122.4546270279
1122,Outside Fire,CHIEF,37.7522044421,-122.41901754370001
2603,Outside Fire,TRUCK,37.7930500019,-122.42287120290001
1142,Outside Fire,ENGINE,37.752759573,-122.43645426479999
1532,Outside Fire,ENGINE,37.7745780664,-122.39626134790001
8791,Outside Fire,ENGINE,37.7631678254,-122.42395924290001
3153,Outside Fire,ENGINE,37.7896204363,-122.42049344440001
4264,Outside Fire,ENGINE,37.760888933000004,-122.43500070270001
1154,Outside Fire,ENGINE,37.7705151081,-122.4000228175
2568,Outside Fire,ENGINE,37.7896204363,-122.42049344440001
6390,Outside Fire,ENGINE,37.7470098327,-122.40609253790001
9395,Outside Fire,INVESTIGATION,37.7900295957,-122.392583899
3380,Outside Fire,ENGINE,37.796707339499996,-122.39818615620001
7390,Outside Fire,ENGINE,37.7743586748,-122.4202542803
1190,Outside Fire,ENGINE,37.7522044421,-122.41901754370001
2395,Outside Fire,TRUCK,37.7851509392,-122.4330834002
8619,Outside Fire,ENGINE,37.7360956878,-122.50619398159999
795,Outside Fire,TRUCK,37.760427452600005,-122.4109619726
9321,Outside Fire,ENGINE,37.779691013800004,-122.39158881700001
5817,Outside Fire,ENGINE,37.7343680107,-122.390705516
8479,Outside Fire,ENGINE,37.721057297,-122.47522195020001
2716,Outside Fire,CHIEF,37.7930500019,-122.42287120290001
4011,Outside Fire,ENGINE,37.7648432998,-122.42311242299999
2438,Outside Fire,ENGINE,37.7676834523,-122.4306415264
8484,Outside Fire,CHIEF,37.7396807758,-122.40888307610001
805,Outside Fire,ENGINE,37.7240574427,-122.3899482965
9221,Outside Fire,ENGINE,37.798429700700005,-122.4022286409
2430,Outside Fire,ENGINE,37.7783718576,-122.4342408374
1428,Outside Fire,TRUCK,37.7522044421,-122.41901754370001
7129,Outside Fire,ENGINE,37.780234519299995,-122.40556483889999
9223,Outside Fire,ENGINE,37.780535384000004,-122.4081607945
2427,Outside Fire,ENGINE,37.7851509392,-122.4330834002
9229,Outside Fire,ENGINE,37.7839914858,-122.4080665478
6420,Outside Fire,ENGINE,37.7786617944,-122.4069699441
4412,Outside Fire,CHIEF,37.7602716874,-122.5093816205
9247,Outside Fire,ENGINE,37.748389699099995,-122.3951017824
5344,Outside Fire,ENGINE,37.7980449493,-122.39636708440001
1429,Outside Fire,MEDIC,37.7522044421,-122.41901754370001
933,Outside Fire,ENGINE,37.7657832995,-122.40753423059999
5718,Outside Fire,ENGINE,37.7980449493,-122.39636708440001
2734,Outside Fire,ENGINE,37.760888933000004,-122.43500070270001
4497,Outside Fire,SUPPORT,37.775927487800004,-122.5115573582
9045,Outside Fire,ENGINE,37.7836190971,-122.42265254530001
6483,Outside Fire,CHIEF,37.7980449493,-122.39636708440001
890,Outside Fire,ENGINE,37.7664376829,-122.4075407325
1505,Outside Fire,ENGINE,37.7639837101,-122.393446449
8692,Outside Fire,ENGINE,37.769867698,-122.4223648191
4312,Outside Fire,ENGINE,37.775927487800004,-122.5115573582
5277,Outside Fire,TRUCK,37.7980449493,-122.39636708440001
611,Outside Fire,CHIEF,37.760427452600005,-122.4109619726
2640,Outside Fire,TRUCK,37.7896204363,-122.42049344440001
2663,Outside Fire,ENGINE,37.7870379462,-122.4182709824
3163,Outside Fire,ENGINE,37.7461629495,-122.3940489408
842,Outside Fire,ENGINE,37.819175920700005,-122.3710998906
8417,Outside Fire,ENGINE,37.8008141436,-122.4362739102
8418,Outside Fire,ENGINE,37.7818744987,-122.4880850189
5437,Outside Fire,ENGINE,37.7856417089,-122.41799627040001
3223,Outside Fire,ENGINE,37.7423753991,-122.4219687617
2386,Outside Fire,TRUCK,37.715064588400004,-122.3825220584
5287,Outside Fire,ENGINE,37.7980449493,-122.39636708440001
5836,Outside Fire,ENGINE,37.7861514015,-122.4172576238
1271,Outside Fire,ENGINE,37.7639700033,-122.42631747959999
7105,Outside Fire,ENGINE,37.7651831354,-122.4174865973
2646,Outside Fire,ENGINE,37.7930500019,-122.42287120290001
536,Outside Fire,ENGINE,37.7395662733,-122.40697858520001
8412,Outside Fire,ENGINE,37.7396807758,-122.40888307610001
6115,Outside Fire,CHIEF,37.7797358016,-122.5104761853
9561,Outside Fire,ENGINE,37.7608016862,-122.4355523369
9833,Outside Fire,ENGINE,37.7396060762,-122.4076419819
157,Outside Fire,ENGINE,37.7998384642,-122.4284568073
7847,Outside Fire,ENGINE,37.7774938436,-122.41629170280001
2095,Outside Fire,ENGINE,37.7459541952,-122.4201414429
295,Outside Fire,ENGINE,37.7616430476,-122.412050309
5202,Outside Fire,SUPPORT,37.7980449493,-122.39636708440001
3604,Outside Fire,ENGINE,37.7648432998,-122.42311242299999
8133,Outside Fire,ENGINE,37.7229613197,-122.4495586188
9915,Outside Fire,ENGINE,37.758688217199996,-122.3971950606
9842,Outside Fire,ENGINE,37.7980169557,-122.4054730712
9784,Outside Fire,ENGINE,37.764976899699995,-122.42090127200001
2105,Outside Fire,ENGINE,37.7638959455,-122.4695219634
2348,Outside Fire,ENGINE,37.7881263034,-122.417657214
9781,Outside Fire,ENGINE,37.7978750465,-122.429747424
7787,Outside Fire,ENGINE,37.7547427404,-122.3880778475
4810,Outside Fire,ENGINE,37.760888933000004,-122.43500070270001
3085,Outside Fire,TRUCK,37.760888933000004,-122.43500070270001
6020,Outside Fire,SUPPORT,37.7980449493,-122.39636708440001
7703,Outside Fire,ENGINE,37.775127525100004,-122.5101688076
2967,Outside Fire,ENGINE,37.7249735721,-122.3933587636
9917,Outside Fire,ENGINE,37.7665395771,-122.4220438134
8114,Outside Fire,ENGINE,37.7482858767,-122.4170442583
4665,Outside Fire,ENGINE,37.709160030700005,-122.45180143120001
3093,Outside Fire,TRUCK,37.7301576924,-122.3759891581
6009,Outside Fire,ENGINE,37.7980449493,-122.39636708440001
2073,Outside Fire,CHIEF,37.715064588400004,-122.3825220584
4661,Outside Fire,ENGINE,37.7848247766,-122.40933501549999
3123,Outside Fire,ENGINE,37.7459742265,-122.3970428379
9958,Outside Fire,ENGINE,37.7906669058,-122.427447756
2818,Outside Fire,TRUCK,37.7461629495,-122.3940489408
2074,Outside Fire,CHIEF,37.7851509392,-122.4330834002
5164,Outside Fire,CHIEF,37.7980449493,-122.39636708440001
2855,Outside Fire,ENGINE,37.7301576924,-122.3759891581
4604,Outside Fire,TRUCK,37.7602716874,-122.5093816205
7935,Outside Fire,ENGINE,37.789529317399996,-122.4137283907
6688,Outside Fire,ENGINE,37.7395662733,-122.40697858520001
2918,Outside Fire,ENGINE,37.7423753991,-122.4219687617
1659,Outside Fire,ENGINE,37.784916184400004,-122.41195004219999
6368,Outside Fire,TRUCK,37.7980449493,-122.39636708440001
4714,Outside Fire,ENGINE,37.7421066966,-122.3950652661
3828,Outside Fire,ENGINE,37.7664057682,-122.4242581135
2908,Outside Fire,ENGINE,37.780791483099996,-122.3996162336
2012,Outside Fire,ENGINE,37.715064588400004,-122.3825220584
124,Outside Fire,ENGINE,37.760427452600005,-122.4109619726
6386,Outside Fire,ENGINE,37.7980449493,-122.39636708440001
528,Outside Fire,ENGINE,37.760427452600005,-122.4109619726
5966,Outside Fire,ENGINE,37.7797358016,-122.5104761853
8153,Outside Fire,ENGINE,37.7918989399,-122.4025713318
9589,Outside Fire,ENGINE,37.7900295957,-122.392583899
7613,Outside Fire,ENGINE,37.7852197348,-122.40667465899999
1584,Outside Fire,ENGINE,37.7522044421,-122.41901754370001
2997,Outside Fire,CHIEF,37.7461629495,-122.3940489408
4743,Outside Fire,ENGINE,37.782731635,-122.406479404
9866,Outside Fire,ENGINE,37.7608016862,-122.4355523369
6302,Outside Fire,ENGINE,37.7923832523,-122.421052874
1723,Outside Fire,ENGINE,37.7638959455,-122.4695219634
7756,Outside Fire,ENGINE,37.782128371999995,-122.4155311982
2783,Outside Fire,ENGINE,37.7883368378,-122.3888995072
2844,Outside Fire,CHIEF,37.760888933000004,-122.43500070270001
3146,Outside Fire,CHIEF,37.7896204363,-122.42049344440001
2006,Outside Fire,ENGINE,37.787065050900004,-122.4176194741
7879,Outside Fire,ENGINE,37.7844527289,-122.40849316
6709,Outside Fire,ENGINE,37.7876125304,-122.4058046627
532,Outside Fire,ENGINE,37.760427452600005,-122.4109619726
9556,Smoke Investigation (Outside),ENGINE,37.7440459306,-122.39032794200001
1329,Smoke Investigation (Outside),ENGINE,37.791791131,-122.4403320767
615,Smoke Investigation (Outside),ENGINE,37.7500826089,-122.4433472624
4183,Smoke Investigation (Outside),TRUCK,37.7491020593,-122.4869272056
381,Smoke Investigation (Outside),ENGINE,37.7343804754,-122.4387974192
3049,Smoke Investigation (Outside),ENGINE,37.7867789487,-122.3982569633
9804,Smoke Investigation (Outside),ENGINE,37.7414994488,-122.4365495533
3113,Smoke Investigation (Outside),CHIEF,37.7867789487,-122.3982569633
4177,Smoke Investigation (Outside),ENGINE,37.7491020593,-122.4869272056
9439,Smoke Investigation (Outside),ENGINE,37.765718993600004,-122.40952069120002
987,Smoke Investigation (Outside),ENGINE,37.7518417857,-122.4251525443
3654,Smoke Investigation (Outside),CHIEF,37.7491020593,-122.4869272056
6908,Smoke Investigation (Outside),ENGINE,37.779013762800005,-122.5083006758
7418,Smoke Investigation (Outside),ENGINE,37.7558370148,-122.44212321959999
2696,Smoke Investigation (Outside),TRUCK,37.7867789487,-122.3982569633
3460,Traffic Collision,RESCUE CAPTAIN,37.7756657234,-122.4778976217
1911,Traffic Collision,ENGINE,37.7512439645,-122.4215853343
3064,Traffic Collision,MEDIC,37.765877247,-122.46751510450001
969,Traffic Collision,ENGINE,37.7774938436,-122.41629170280001
9657,Traffic Collision,MEDIC,37.7340265168,-122.4328374727
9747,Traffic Collision,ENGINE,37.7837775223,-122.41761857360001
2250,Traffic Collision,ENGINE,37.8086023415,-122.4157857923
7974,Traffic Collision,ENGINE,37.7987939626,-122.4089283852
1138,Traffic Collision,RESCUE CAPTAIN,37.7156725556,-122.4394384708
4142,Traffic Collision,PRIVATE,37.7827944442,-122.4140537657
6547,Traffic Collision,MEDIC,37.7779722644,-122.42235388879999
4257,Traffic Collision,RESCUE CAPTAIN,37.7611340401,-122.4898533087
6975,Traffic Collision,MEDIC,37.7807191769,-122.4153156165
1919,Traffic Collision,MEDIC,37.7143076543,-122.4626020373
5481,Traffic Collision,ENGINE,37.770111448899996,-122.4200083232
234,Traffic Collision,ENGINE,37.7694625464,-122.40621336459999
6000,Traffic Collision,MEDIC,37.717724074,-122.4379448061
1787,Traffic Collision,ENGINE,37.7831013993,-122.419181705
1897,Traffic Collision,ENGINE,37.7143076543,-122.4626020373
5027,Traffic Collision,MEDIC,37.7312369255,-122.4050858759
4700,Traffic Collision,ENGINE,37.805786273,-122.442209784
3464,Traffic Collision,ENGINE,37.749270117600005,-122.4036762385
1855,Traffic Collision,TRUCK,37.7327392312,-122.4051710492
6742,Traffic Collision,ENGINE,37.7957371093,-122.4234130553
270,Traffic Collision,ENGINE,37.7753173083,-122.4277240466
6958,Traffic Collision,MEDIC,37.7563940951,-122.40363844040002
2286,Traffic Collision,MEDIC,37.7730534532,-122.4186182175
9710,Traffic Collision,ENGINE,37.764645689,-122.4263817085
3776,Traffic Collision,ENGINE,37.770111448899996,-122.4200083232
1166,Traffic Collision,MEDIC,37.7830778524,-122.3936180775
1850,Traffic Collision,ENGINE,37.7796627424,-122.3948403208
275,Traffic Collision,MEDIC,37.7425207341,-122.4043062934
4709,Traffic Collision,TRUCK,37.754215445300005,-122.4422093048
300,Traffic Collision,ENGINE,37.7708521261,-122.4136791809
5646,Traffic Collision,MEDIC,37.7773277635,-122.39308855969999
5070,Traffic Collision,RESCUE SQUAD,37.778589574,-122.4116261523
3249,Traffic Collision,ENGINE,37.7696025973,-122.4263094393
1834,Traffic Collision,CHIEF,37.7327392312,-122.4051710492
8069,Traffic Collision,ENGINE,37.790463113899996,-122.41391587950001
6030,Traffic Collision,MEDIC,37.7753322431,-122.3972063106
3769,Traffic Collision,MEDIC,37.7756657234,-122.4778976217
265,Traffic Collision,MEDIC,37.7694625464,-122.40621336459999
6743,Traffic Collision,PRIVATE,37.75936549,-122.4069468747
6491,Traffic Collision,CHIEF,37.7779722644,-122.42235388879999
3313,Traffic Collision,ENGINE,37.7790372934,-122.410620007
6932,Traffic Collision,ENGINE,37.7307421739,-122.4293043984
5512,Traffic Collision,MEDIC,37.7802258181,-122.4815157214
1795,Traffic Collision,RESCUE SQUAD,37.7327392312,-122.4051710492
8015,Traffic Collision,TRUCK,37.7804785122,-122.41251225719999
8749,Traffic Collision,RESCUE CAPTAIN,37.7801930305,-122.4270167578
4138,Traffic Collision,ENGINE,37.772526442600004,-122.4100768501
4680,Traffic Collision,TRUCK,37.7611340401,-122.4898533087
1152,Traffic Collision,MEDIC,37.7962109543,-122.40514297850001
6317,Traffic Collision,ENGINE,37.7779722644,-122.42235388879999
6972,Traffic Collision,MEDIC,37.7288061449,-122.3701453838
4729,Traffic Collision,PRIVATE,37.7611340401,-122.4898533087
4725,Traffic Collision,MEDIC,37.805786273,-122.442209784
2292,Traffic Collision,RESCUE CAPTAIN,37.7327392312,-122.4051710492
4133,Traffic Collision,MEDIC,37.7264334548,-122.40310230860001
3747,Traffic Collision,MEDIC,37.7114766669,-122.455592237
8029,Traffic Collision,CHIEF,37.7599417829,-122.3967611569
7612,Traffic Collision,MEDIC,37.7804785122,-122.41251225719999
2609,Traffic Collision,MEDIC,37.7340138741,-122.3909678903
3756,Traffic Collision,ENGINE,37.7293571637,-122.40275224530001
8091,Traffic Collision,RESCUE CAPTAIN,37.7804785122,-122.41251225719999
6749,Traffic Collision,ENGINE,37.7820254939,-122.48487425889999
7141,Traffic Collision,MEDIC,37.7848525332,-122.4656323107
6123,Traffic Collision,MEDIC,37.7720803934,-122.44571666430001
1931,Traffic Collision,ENGINE,37.7850246607,-122.4119718906
6528,Traffic Collision,PRIVATE,37.717724074,-122.4379448061
7805,Traffic Collision,MEDIC,37.7863148047,-122.4726257891
6194,Traffic Collision,PRIVATE,37.7813981326,-122.40924544399999
3278,Traffic Collision,ENGINE,37.7322910476,-122.3761579055
8918,Traffic Collision,MEDIC,37.7801930305,-122.4270167578
7813,Traffic Collision,ENGINE,37.7379698828,-122.46905667700001
8920,Traffic Collision,PRIVATE,37.7500826089,-122.4433472624
6188,Traffic Collision,CHIEF,37.7669034802,-122.3890991056
5587,Traffic Collision,MEDIC,37.718823590700005,-122.4004233916
2070,Traffic Collision,MEDIC,37.7694111911,-122.4109310891
1083,Traffic Collision,PRIVATE,37.7774938436,-122.41629170280001
4831,Traffic Collision,RESCUE CAPTAIN,37.7984307384,-122.40266266409999
9919,Traffic Collision,MEDIC,37.764645689,-122.4263817085
4931,Traffic Collision,MEDIC,37.7759254048,-122.43798984799999
7800,Traffic Collision,MEDIC,37.7858694343,-122.48354552290002
7285,Traffic Collision,MEDIC,37.7957371093,-122.4234130553
8851,Traffic Collision,PRIVATE,37.7517262101,-122.40621941360001
4935,Traffic Collision,ENGINE,37.754215445300005,-122.4422093048
7837,Traffic Collision,PRIVATE,37.7804785122,-122.41251225719999
80,Traffic Collision,ENGINE,37.7237878477,-122.43644931450001
3036,Traffic Collision,ENGINE,37.7696025973,-122.4263094393
7840,Traffic Collision,ENGINE,37.7804785122,-122.41251225719999
2544,Traffic Collision,MEDIC,37.7790372934,-122.410620007
4820,Traffic Collision,ENGINE,37.7759254048,-122.43798984799999
3298,Traffic Collision,MEDIC,37.7756657234,-122.4778976217
1100,Traffic Collision,TRUCK,37.7462472673,-122.4369204441
4943,Traffic Collision,ENGINE,37.7729091225,-122.42218644
8842,Traffic Collision,ENGINE,37.773133492199996,-122.4374229388
6264,Traffic Collision,RESCUE SQUAD,37.7669034802,-122.3890991056
7848,Traffic Collision,RESCUE CAPTAIN,37.7804785122,-122.41251225719999
2060,Traffic Collision,ENGINE,37.7681396851,-122.4221991752
48,Traffic Collision,RESCUE SQUAD,37.7649516607,-122.43193755879999
2096,Traffic Collision,TRUCK,37.7831013993,-122.419181705
3608,Traffic Collision,PRIVATE,37.757621721199996,-122.4188872931
7734,Traffic Collision,MEDIC,37.781960766,-122.4206382499
6239,Traffic Collision,MEDIC,37.7129948431,-122.40209790959999
7,Traffic Collision,MEDIC,37.7692440111,-122.4080072059
9992,Traffic Collision,ENGINE,37.771285526,-122.41320426709999
2998,Traffic Collision,ENGINE,37.7790372934,-122.410620007
4190,Traffic Collision,PRIVATE,37.7984307384,-122.40266266409999
4889,Traffic Collision,RESCUE SQUAD,37.754215445300005,-122.4422093048
2140,Traffic Collision,ENGINE,37.769042390500005,-122.4268582899
9982,Traffic Collision,PRIVATE,37.8105207225,-122.3651382723
7727,Traffic Collision,ENGINE,37.7804785122,-122.41251225719999
4189,Traffic Collision,ENGINE,37.742997014400004,-122.4216444784
1052,Traffic Collision,TRUCK,37.7422250285,-122.4944432821
2155,Traffic Collision,MEDIC,37.7681396851,-122.4221991752
2127,Traffic Collision,ENGINE,37.7694111911,-122.4109310891
5579,Traffic Collision,RESCUE CAPTAIN,37.78537343,-122.45908714
9972,Traffic Collision,MEDIC,37.731819889,-122.4054120917
4898,Traffic Collision,RESCUE SQUAD,37.7611340401,-122.4898533087
43,Traffic Collision,ENGINE,37.7757873147,-122.3933551264
42,Traffic Collision,ENGINE,37.754145768600004,-122.4786156933
6526,Traffic Collision,RESCUE CAPTAIN,37.7669034802,-122.3890991056
2563,Traffic Collision,ENGINE,37.731909880399996,-122.4937188022
8911,Traffic Collision,PRIVATE,37.8080500969,-122.40987728290001
2167,Traffic Collision,ENGINE,37.760627601100005,-122.4800720265
6170,Traffic Collision,ENGINE,37.717724074,-122.4379448061
1042,Traffic Collision,CHIEF,37.7462472673,-122.4369204441
2113,Traffic Collision,ENGINE,37.7486593823,-122.4126876324
8875,Traffic Collision,ENGINE,37.8080500969,-122.40987728290001
4900,Traffic Collision,ENGINE,37.7792116845,-122.41093657379999
1047,Traffic Collision,ENGINE,37.7483622643,-122.4293464992
4202,Traffic Collision,ENGINE,37.7759254048,-122.43798984799999
2156,Traffic Collision,MEDIC,37.7512439645,-122.4215853343
2112,Traffic Collision,ENGINE,37.7730534532,-122.4186182175
9893,Traffic Collision,MEDIC,37.7837775223,-122.41761857360001
4813,Traffic Collision,MEDIC,37.7729091225,-122.42218644
2047,Traffic Collision,PRIVATE,37.7894120602,-122.42213520920001
338,Traffic Collision,ENGINE,37.7561713213,-122.419865537
6285,Traffic Collision,RESCUE CAPTAIN,37.7779722644,-122.42235388879999
9819,Traffic Collision,ENGINE,37.7340265168,-122.4328374727
165,Traffic Collision,ENGINE,37.7324386587,-122.4056075492
4996,Traffic Collision,TRUCK,37.7984307384,-122.40266266409999
4769,Traffic Collision,ENGINE,37.754215445300005,-122.4422093048
169,Traffic Collision,MEDIC,37.7757873147,-122.3933551264
7926,Traffic Collision,CHIEF,37.7804785122,-122.41251225719999
1976,Traffic Collision,PRIVATE,37.7796627424,-122.3948403208
2216,Traffic Collision,CHIEF,37.7327392312,-122.4051710492
1974,Traffic Collision,MEDIC,37.769042390500005,-122.4268582899
3688,Traffic Collision,PRIVATE,37.772526442600004,-122.4100768501
7933,Traffic Collision,ENGINE,37.7858694343,-122.48354552290002
1127,Traffic Collision,ENGINE,37.764249891700004,-122.43201489379999
176,Traffic Collision,MEDIC,37.7237878477,-122.43644931450001
8970,Traffic Collision,RESCUE SQUAD,37.7801930305,-122.4270167578
8971,Traffic Collision,ENGINE,37.7801930305,-122.4270167578
5016,Traffic Collision,MEDIC,37.7188802225,-122.39874810309999
4253,Traffic Collision,PRIVATE,37.7984307384,-122.40266266409999
9776,Traffic Collision,MEDIC,37.8105207225,-122.3651382723
9778,Traffic Collision,CHIEF,37.7116550358,-122.4150805462
977,Traffic Collision,ENGINE,37.7422250285,-122.4944432821
1941,Traffic Collision,ENGINE,37.7327392312,-122.4051710492
1982,Traffic Collision,MEDIC,37.760627601100005,-122.4800720265
3704,Traffic Collision,MEDIC,37.772526442600004,-122.4100768501
2224,Traffic Collision,PRIVATE,37.774429029400004,-122.4309864618
189,Traffic Collision,ENGINE,37.7134759485,-122.43454112639999
188,Traffic Collision,MEDIC,37.7480134507,-122.422487365
1953,Traffic Collision,MEDIC,37.7327392312,-122.4051710492
2221,Traffic Collision,RESCUE CAPTAIN,37.7831013993,-122.419181705
7946,Traffic Collision,MEDIC,37.7987939626,-122.4089283852
2910,Traffic Collision,PRIVATE,37.7324340245,-122.383803252
6092,Traffic Collision,ENGINE,37.7810765961,-122.4044036822
2210,Traffic Collision,TRUCK,37.7327392312,-122.4051710492
3677,Traffic Collision,MEDIC,37.7293571637,-122.40275224530001
9888,Traffic Collision,RESCUE CAPTAIN,37.8105207225,-122.3651382723
4228,Traffic Collision,MEDIC,37.75730761,-122.4066198027
2195,Traffic Collision,MEDIC,37.7831013993,-122.419181705
4229,Traffic Collision,CHIEF,37.754215445300005,-122.4422093048
6270,Traffic Collision,MEDIC,37.774061645500005,-122.43761062290001
7868,Traffic Collision,MEDIC,37.7131072321,-122.38783365229999
4957,Traffic Collision,ENGINE,37.7188802225,-122.39874810309999
8836,Traffic Collision,ENGINE,37.7517262101,-122.40621941360001
5599,Traffic Collision,ENGINE,37.7802258181,-122.4815157214
3657,Traffic Collision,MEDIC,37.7790372934,-122.410620007
6273,Traffic Collision,PRIVATE,37.7474811373,-122.4035072849
117,Traffic Collision,RESCUE CAPTAIN,37.7134759485,-122.43454112639999
118,Traffic Collision,MEDIC,37.7918420894,-122.3949402385
2942,Traffic Collision,ENGINE,37.7729091225,-122.42218644
1005,Traffic Collision,MEDIC,37.7156725556,-122.4394384708
6506,Traffic Collision,MEDIC,37.7818744987,-122.4880850189
7882,Traffic Collision,MEDIC,37.7379698828,-122.46905667700001
9828,Traffic Collision,MEDIC,37.771285526,-122.41320426709999
4775,Traffic Collision,PRIVATE,37.754215445300005,-122.4422093048
6769,Traffic Collision,MEDIC,37.7776996577,-122.40460550819999
994,Traffic Collision,MEDIC,37.7462472673,-122.4369204441
1998,Traffic Collision,PRIVATE,37.769042390500005,-122.4268582899
2924,Traffic Collision,MEDIC,37.7655929237,-122.4740453174
7334,Traffic Collision,ENGINE,37.7563940951,-122.40363844040002
9838,Traffic Collision,ENGINE,37.7796735861,-122.4235413068
4242,Traffic Collision,RESCUE CAPTAIN,37.754215445300005,-122.4422093048
4787,Traffic Collision,ENGINE,37.7611340401,-122.4898533087
1000,Traffic Collision,MEDIC,37.7422250285,-122.4944432821
6142,Traffic Collision,TRUCK,37.717724074,-122.4379448061
4975,Traffic Collision,MEDIC,37.742997014400004,-122.4216444784
2015,Traffic Collision,ENGINE,37.7894120602,-122.42213520920001
6138,Traffic Collision,ENGINE,37.730788744,-122.42838994659999
2305,Traffic Collision,ENGINE,37.7327392312,-122.4051710492
8732,Traffic Collision,ENGINE,37.7500826089,-122.4433472624
5991,Traffic Collision,RESCUE CAPTAIN,37.774061645500005,-122.43761062290001
1569,Traffic Collision,ENGINE,37.7830778524,-122.3936180775
1566,Traffic Collision,ENGINE,37.7214896351,-122.4489097224
550,Traffic Collision,ENGINE,37.7823916412,-122.44730151190001
553,Traffic Collision,CHIEF,37.7649516607,-122.43193755879999
4359,Traffic Collision,CHIEF,37.7611340401,-122.4898533087
4524,Traffic Collision,RESCUE CAPTAIN,37.75730761,-122.4066198027
4045,Traffic Collision,ENGINE,37.7264334548,-122.40310230860001
4522,Traffic Collision,MEDIC,37.7312369255,-122.4050858759
5245,Traffic Collision,PRIVATE,37.78537343,-122.45908714
8351,Traffic Collision,ENGINE,37.7599417829,-122.3967611569
5876,Traffic Collision,MEDIC,37.7251865159,-122.4616734883
4363,Traffic Collision,CHIEF,37.7984307384,-122.40266266409999
5406,Traffic Collision,PRIVATE,37.7881859043,-122.4001199801
3156,Traffic Collision,ENGINE,37.7324340245,-122.383803252
5873,Traffic Collision,ENGINE,37.7810765961,-122.4044036822
9406,Traffic Collision,TRUCK,37.8105207225,-122.3651382723
5253,Traffic Collision,MEDIC,37.7892256128,-122.4085950447
6393,Traffic Collision,ENGINE,37.7474811373,-122.4035072849
4039,Traffic Collision,MEDIC,37.770111448899996,-122.4200083232
9400,Traffic Collision,MEDIC,37.764645689,-122.4263817085
2757,Traffic Collision,MEDIC,37.7696025973,-122.4263094393
3910,Traffic Collision,TRUCK,37.7756657234,-122.4778976217
1531,Traffic Collision,RESCUE SQUAD,37.7462472673,-122.4369204441
2753,Traffic Collision,MEDIC,37.7324340245,-122.383803252
5737,Traffic Collision,TRUCK,37.778589574,-122.4116261523
9387,Traffic Collision,MEDIC,37.8105207225,-122.3651382723
2455,Traffic Collision,MEDIC,37.7486593823,-122.4126876324
9433,Traffic Collision,MEDIC,37.7796735861,-122.4235413068
543,Traffic Collision,RESCUE CAPTAIN,37.7237878477,-122.43644931450001
3216,Traffic Collision,ENGINE,37.7397100103,-122.4119916392
539,Traffic Collision,TRUCK,37.7649516607,-122.43193755879999
3863,Traffic Collision,ENGINE,37.757621721199996,-122.4188872931
9115,Traffic Collision,ENGINE,37.7717364636,-122.4236734117
1636,Traffic Collision,MEDIC,37.7816455834,-122.4306091991
486,Traffic Collision,MEDIC,37.7753173083,-122.4277240466
1630,Traffic Collision,ENGINE,37.7816455834,-122.4306091991
6585,Traffic Collision,TRUCK,37.7669034802,-122.3890991056
843,Traffic Collision,ENGINE,37.7898688686,-122.39780555600001
3342,Traffic Collision,ENGINE,37.7114766669,-122.455592237
6465,Traffic Collision,PRIVATE,37.7669034802,-122.3890991056
5435,Traffic Collision,CHIEF,37.78537343,-122.45908714
838,Traffic Collision,MEDIC,37.7422250285,-122.4944432821
1614,Traffic Collision,ENGINE,37.7419812448,-122.4232563706
7525,Traffic Collision,MEDIC,37.790463113899996,-122.41391587950001
4027,Traffic Collision,TRUCK,37.7827944442,-122.4140537657
5213,Traffic Collision,ENGINE,37.78537343,-122.45908714
1270,Traffic Collision,MEDIC,37.7214896351,-122.4489097224
3142,Traffic Collision,MEDIC,37.7729091225,-122.42218644
2780,Traffic Collision,ENGINE,37.7790372934,-122.410620007
7198,Traffic Collision,ENGINE,37.7776996577,-122.40460550819999
5704,Traffic Collision,PRIVATE,37.7863607915,-122.4156169002
7404,Traffic Collision,MEDIC,37.7820254939,-122.48487425889999
4540,Traffic Collision,ENGINE,37.75730761,-122.4066198027
5422,Traffic Collision,MEDIC,37.778589574,-122.4116261523
6350,Traffic Collision,RESCUE SQUAD,37.7779722644,-122.42235388879999
1289,Traffic Collision,RESCUE CAPTAIN,37.7962109543,-122.40514297850001
9445,Traffic Collision,ENGINE,37.8105207225,-122.3651382723
1292,Traffic Collision,ENGINE,37.7156725556,-122.4394384708
5886,Traffic Collision,RESCUE CAPTAIN,37.717724074,-122.4379448061
2349,Traffic Collision,MEDIC,37.7694111911,-122.4109310891
7532,Traffic Collision,ENGINE,37.7131072321,-122.38783365229999
9182,Traffic Collision,PRIVATE,37.7717364636,-122.4236734117
1519,Traffic Collision,ENGINE,37.7502327185,-122.42499922379999
5769,Traffic Collision,PRIVATE,37.770111448899996,-122.4200083232
3954,Traffic Collision,ENGINE,37.7711061626,-122.4156235411
3174,Traffic Collision,ENGINE,37.7299804164,-122.3888551168
3175,Traffic Collision,ENGINE,37.7655929237,-122.4740453174
7153,Traffic Collision,CHIEF,37.7563940951,-122.40363844040002
